word	TextCount	TextLength
bodho	1	5
bodhum	1	6
bodhu?	1	6
bodisatto	1	9
BODY	3	4
Boehtlingk	5	10
bog?ya	1	6
bohi	1	4
bohisi	1	6
boj	2	3
Bojj	1	4
Bojja?g	1	7
bojja?gabh?van?	1	15
BOJJA?GAS?KACCAM	1	16
Bojjh?	3	6
Bojjha?	1	7
bojjha?g?	2	9
Bojjha?gas	1	10
bojjha?gehi	5	11
BOJJHA?GA	1	9
Bojjha?ga	39	9
bojjha?ga	3	9
Bojjha?g?	8	9
bojjha?g?	677	9
bojjh??g?	2	9
bojjha?gabal?ni	1	15
bojjha?gabhavan?	1	16
Bojjha?gabh?van?	2	16
bojjha?gabh?van?	11	16
bojjha?g?bh?van?rat?	1	20
bojjha?gabh?van?rato	2	20
bojjha?g?bhisamayo	1	18
bojjha?gadh?r?	1	14
Bojjha?gakath?	17	14
bojjha?gakatha?	2	15
bojjha?gakusal?	5	15
Bojjha?gam	1	10
bojjha?gam	1	10
Bojjha?ga?	2	10
bojjha?ga?	9	10
bojjh??ga?	1	10
bojjha?gambh?van?	1	17
BOJJHA?G?NAM	1	12
bojjha?g?nam	21	12
BOJJHA?G?NA?	1	12
bojjha?g?na?	34	12
bojjha?g?n?m	1	12
Bojjha?g?n?mete	1	15
bojjha?g?ni	3	11
bojjha?gapucch?	1	15
bojjha?garatan?nam	1	18
bojjha?garatan?na?	3	18
Bojjha?gas?kacca?	1	17
bojjha?gasam?dhibh?van?	1	23
Bojjha?gasa?yutta?	2	18
bojjha?gasa?yutta?	1	18
Bojjha?gasa?yuttassa	10	20
bojjha?gasa?yuttassa	1	20
Bojjha?gassa	1	12
bojjha?gatapas?	1	15
bojjha?g?ti	2	11
bojjha?gato	1	11
bojjha?ga??ha?gika?	1	19
bojjha?gavasena	3	15
BOJJHA?GAVIBHA?GO	2	17
Bojjha?ge	2	9
bojjha?ge	93	9
bojjha?gehi	21	11
bojjha?gena	17	11
bojjha?gesu	8	11
Bojjha?go	2	9
bojjha?go	31	9
bojjhanti	1	9
Bojjh?ya	1	8
Bojjhe	13	6
bokhi	1	5
bokhipakkhiy?	1	13
Bombhoya	1	8
bondi	1	5
bondi?	2	6
bond?ti	1	7
BOOK	56	4
Book	1	4
book	10	4
Books	1	5
books	4	5
born	1	4
Bo?abba?	1	8
Bo?esu	1	6
Both	9	4
both	532	4
bottom	16	6
botu	1	4
BOUND	1	5
bound	1	5
BP	64	2
Bp	3439	2
BPL	1	3
BPLS	1	4
BPS	94	3
BPSC	1	4
BR	2	2
Br	1256	2
br	31	2
bra	3	3
br?	3	3
braces	5	6
bracketed	10	9
brackets	10	8
Br?gap?danta?	1	13
Brah	4	4
brah	7	4
Br?h	1	4
br?h	5	4
Brah?	3	5
brah?	31	5
brah?b?hu	1	9
brah?b?h?	1	9
Brah?chattaj?taka	3	17
Brah?chattaj?taka?	1	18
brahan	1	6
brah?ni	1	7
brahant?	1	8
brahantam	2	9
brahanta?	4	9
brahante	3	8
brah?raññ?	3	10
brah?rañña?	2	11
brah?raññe	9	10
brah?s?lo	1	9
brahat?	2	7
brah?ti	1	7
brahat?ti	1	9
Brah?v??amig?ki??a?	4	19
brah?vana?	1	10
brah?vane	20	9
brahe	1	5
Brahm	1	5
brahm	11	5
br?hm	2	5
BRAHMA	13	6
Brahma	75	6
brahma	59	6
BRAHM?	5	6
Brahm?	281	6
brahm?	97	6
br?hma	3	6
brahmabandhu	19	12
brahmabandh?	1	12
brahmabandhu?	1	13
brahmabhakkho	1	13
brahmabhavane	1	13
Brahm?bhinandino	1	16
brahmabh?t?	2	11
Brahmabh?ta?	2	12
brahmabh?ta?	1	12
brahmabh?tena	29	13
Brahmabh?to	2	11
brahmabh?to	17	11
brahmac?bhibhavanen?ti	1	22
brahmacakkam	1	12
brahmacakka?	59	12
brahmacakkappavattako	1	21
brahmacara	1	10
brahmac?rabhibhavanen?ti	2	24
brahmacarayo	1	12
brahmac?rayo	5	12
brahmac?ri	8	10
brahmac?r?	79	10
brahmacari?	1	11
brahmac?ri?	11	11
brahmacari?su	1	13
brahmac?rin	1	11
brahmac?rin?	3	12
brahmac?rina?	8	13
brahmac?r?na?	3	13
brahmac?rinan	1	13
brahmac?rini	2	12
brahmac?rin?	1	12
brahmac?riniyo	10	14
brahmac?rino	29	12
brahmac?ripa?iñña?	2	18
brahmac?r?pa?iñña?	1	18
brahmac?ripa?iññassa	1	20
brahmac?ripa?iñño	6	17
brahmac?r?patiñño	1	17
brahmac?r?pa?iñño	6	17
brahmac?rissa	2	13
brahmac?risu	4	12
brahmac?r?su	1	12
brahmac?r?ti	4	12
brahmacariya	13	12
Brahmacariy?	1	12
brahmacariy?	19	12
brahmac?riy?	1	12
Br?hmacariy?	1	12
brahmacariyabha?go	1	18
brahmacariyacara?a?	1	19
brahmacariyacetan?	1	18
brahmacariyak?	1	14
brahmacariyaka?	1	15
Brahmacariyakath?	1	17
Brahmacariyam	5	13
brahmacariyam	42	13
Brahmacariya?	5	13
brahmacariya?	863	13
br?hmacariya?	1	13
brahmacariyama??o	3	17
brahmac?riyamh?	1	15
brahmacariyamh?ti	1	17
brahmacariyan	15	13
Brahmacariyañ	2	13
brahmacariyañ	2	13
brahmacariyañca	2	15
brahmacariy?ni	4	14
brahmacariy?n?ti	1	16
brahmacariyantar?ya?	4	20
brahmacariyantar?yena	2	21
brahmacariyantar?yo	6	19
brahmacariyanti	2	15
brahmacariy?nuci??ena	1	21
brahmacariy?nuggah?ya	22	21
brahmacariyapañcam?ni	4	21
brahmacariyapar?yane	1	20
brahmacariyapar?yano	3	20
brahmacariyapariyos?nam	3	23
brahmacariyapariyos?na?	50	23
brahmacariyapariyos?nan	8	23
brahmacariyaphal?ni	2	19
brahmacariyaphal?n?ti	1	21
brahmacariyaphalass	1	19
brahmacariyasaññ?	1	17
brahmacariyas?rupp?ni	8	21
brahmacariyasmi?	1	16
Brahmacariyassa	2	15
brahmacariyassa	31	15
brahmacariyatthañ	1	17
brahmacariyattho	1	16
brahmacariyatthoti	1	18
brahmacariyav?	8	14
brahmacariyavanta?	2	18
brahmacariyav?sal?bhena	1	23
brahmacariyav?sam	1	17
brahmacariyav?sa?	2	17
brahmacariyav?sass	1	18
brahmacariyav?sassa	1	19
brahmacariyav?sass?	1	19
brahmacariyav?s?ya	10	18
brahmacariyav?s?y?	1	18
brahmacariyav?s?y?ti	1	20
brahmacariyav?sena	1	18
Brahmacariyav?so	1	16
brahmacariyav?so	138	16
brahmacariyavikopan?	2	20
brahmacariyavikopanena	1	22
brahmacariy?vin?sena	1	20
brahmacariye	20	12
Brahmacariyena	1	14
brahmacariyena	41	14
brahmacariyesan?	18	16
brahmacariyesan?ti	1	18
brahmacariyesan?ya	1	18
brahmacariyik?ni	1	16
brahmacariyo	2	12
brahmac?riyo	2	12
brahmacariyogadha?	3	18
brahmacariy?paddavo	2	19
brahmac?r?paddavena	3	19
brahmac?r?paddavo	2	17
brahmacarya?	1	12
brahmacera	1	10
brahmaceraphalen?ha?	1	20
brahmacintita?	2	14
brahmada??a?	4	12
brahmada??an	1	12
brahmada??añ	1	12
brahmada??ena	3	13
brahmada??o	5	11
Brahmadatato	1	12
Brahmadatta	11	11
Brahmadatt?	6	11
Brahmadattaj?taka	3	17
Brahmadattaj?taka?	1	18
Brahmadattakum?ra?	1	18
Brahmadattakum?rassa	1	20
Brahmadattakum?ro	7	17
Brahmadatta?	15	12
Brahmadattamah?r?j?	1	19
Brahmadattamanuss?na?	2	21
Brahmadattañ	1	12
Brahmadattassa	50	14
Brahmadattass?pi	1	16
Brahmadatte	286	11
brahmadatte	1	11
Br?hmadatte	2	11
Brahmadattena	6	13
brahmadattena	1	13
Brahmadatto	85	11
brahmadatto	2	11
Brahmad?tto	1	11
brahmad?y?d?	23	12
br?hmad?y?d?	3	12
Brahmadevassa	4	13
Brahmadevo	11	10
brahmadevo	1	10
brahmadeyya?	6	12
Brahm?di?	1	9
brahmag?me	1	10
br?hmaga??	1	10
brahmaga?adev?	1	14
brahmaga??pi	1	12
brahmaga?assa	2	13
brahmaga?ehi	1	12
Brahmagarahak?	1	14
brahmagha??	1	11
brahmaghoso	1	11
brahmagiro	1	10
brahmaguttaj?taka?	1	18
brahmagutto	1	11
brahm?hi	1	8
brahmaj?	7	8
brahmajacco	1	11
BRAHMAJ?LA	23	10
Brahmaj?la	1	10
brahmaj?la?	1	11
Brahmaj?las	1	11
brahmaj?lassa	1	13
Brahmaj?lasutta	1	15
Brahmaj?le	6	10
Brahmajigucchak?	1	16
Brahmak?	1	8
brahmak?	1	8
Brahmakappo	2	11
brahmak?ya?	1	11
Brahmak?yik?	18	12
brahmak?yik?	1	12
Brahmak?yik?na?	12	15
brahmak?yik?na?	2	15
Brahmake	1	8
brahmakhetta?	1	13
brahmako	1	8
br?hmako	1	8
brahmakosa?	1	11
Brahmako??hi	2	12
brahmakusalass?	2	15
Brahmakutta?	1	12
Brahm?li	2	8
Brahmalok	1	9
Brahmaloka	37	10
Brahmalok?	50	10
brahmalok?	21	10
Brahmalok?dhimutt?	2	18
brahmalokag?mini?	1	17
Brahmalokag?miniñ	1	17
brahmalokag?miniñ	1	17
Brahmalokam	10	11
brahmalokam	4	11
Brahmaloka?	20	11
brahmaloka?	9	11
Brahmalokamaggam	1	16
Brahmalokan	2	11
brahmalokan	1	11
Brahmalokañ	1	11
brahmalokañ	1	11
Brahmalok?na?	3	13
Brahmalokapar?yan?	3	18
brahmalokapar?yan?	2	18
Brahmalokapar?yanatt?	1	21
Brahmalokapar?yano	7	18
brahmalokapar?yano	6	18
brahmalokapariyos?n?	1	20
Brahmalok?pi	3	12
brahmalok?pi	1	12
Brahmalokappam??en	1	18
Brahmalokasahavyat?ya	6	21
brahmalokasahavyat?ya	6	21
Brahmalokasampattiyo	1	20
Brahmalokasavyat?ya	1	19
Brahmalokasmi?	1	14
brahmalokass?	1	13
Brahmalokato	2	12
brahmalokato	1	12
Brahmaloke	61	10
brahmaloke	32	10
Brahmaloko	9	10
brahmaloko	6	10
Brahmalok?pag?	2	14
brahmalok?pag?	4	14
Brahmalok?pago	11	14
brahmalok?pago	18	14
brahmalokupapattiy?	1	19
Brahmalok?papattiy?	2	19
brahmalok?papattiy?	3	19
brahmalokupattiy?	1	17
Brahmam	3	7
brahmam	4	7
Brahma?	12	7
brahma?	34	7
brahmamaggo	1	11
Brahmamanta?	2	12
brahm?marasuraccito	1	19
BRAHMAN	3	7
Brahmañ	1	7
brahmañ	2	7
br?hma?	2	7
brahmana	1	8
Brahman?	1	8
brahman?	1	8
brahma?a	14	8
brahma??	9	8
Brahm??a	1	8
br?hmana	6	8
Br?hman?	1	8
br?hman?	2	8
BR?HMA?A	33	8
Br?hma?a	43	8
br?hma?a	1444	8
Br?hma??	86	8
br?hma??	898	8
br?hma?aba?isa?	1	15
br?hma?abh?va?	1	14
br?hma?abhojane	1	15
br?hma?abr?hma?adhamme	1	22
br?hma?aca???lam	1	16
br?hma?aca???la?	2	16
br?hma?aca???lo	3	15
br?hma??dayo	2	12
brahma?addhika	1	14
br?hma?adevat?	1	14
br?hma?adevat?ya	1	16
brahma?adeyya?	1	14
br?hma?adhamm?	3	14
br?hma?adhamma?	3	15
br?hma?adhamme	3	14
br?hma?adhammesu	1	16
Br?hma?adhammika?	1	17
BR?HMA?ADHAMMIKASUTTA?	1	22
Br?hma?adhammikasutta?	1	22
br?hma?adhammo	5	14
br?hma?ad?t?	2	12
br?hma?agahapati?dayo	1	21
br?hma?agahapatik?	66	18
br?hma?agahapatik?dayo	5	22
br?hma?agahapatik?nam	3	21
br?hma?agahapatik?na?	11	21
br?hma?agahapatik?pi	3	20
br?hma?agahapatike	16	18
br?hma?agahapatikehi	4	20
br?hma?agahapatikesu	16	20
br?hma?agahapatinegamaj?napad?p?ti	1	34
br?hma?agahapatira??hikadov?rik?dayo	1	36
br?hma?ag?mam	2	13
br?hma?ag?me	7	12
br?hma?ag?mo	17	12
br?hma?aga?assa	2	15
br?hma?aga?e	1	12
br?hma?aga?ena	4	14
br?hma?aga?o	1	12
br?hman?gato	1	12
br?hma??gato	1	12
br?hma?ajacco	1	13
br?hma?ajanassa	1	15
br?hma?aj?ti	2	12
br?hma?aj?tik?	1	14
br?hma?aj?tiko	3	14
br?hma?aj?tiy?	1	14
br?hma?aj?tiyo	1	14
br?hma?ajjhoharanena	1	20
br?hma?akah?pa?e	1	16
br?hma?akaññ?	2	13
br?hma?akañña?	3	14
br?hma?akaññ?ya	2	15
br?hma?aka???ya	1	15
brahma?akapa?addh	1	17
br?hma?akapa?iddhika	1	20
br?hma?ak?rak?	2	14
br?hma?akara??	4	14
br?hma?akara?adhamma	1	20
br?hma?aku	1	10
Br?hma?akul?	5	12
br?hma?akul?	9	12
br?hma?akula?	6	13
br?hma?akulass?	4	15
Br?hma?akule	1	12
br?hma?akule	59	12
br?hma?akul?n?	1	14
br?hma?akum?r?	1	14
br?hma?akum?ra?	2	15
br?hma?akum?re	2	14
br?hma?akum?rena	2	16
br?hma?akum?re?a	1	16
br?hma?akum?rika?	1	17
br?hma?akum?ro	5	14
brahma?a?	4	9
Brahm?nam	1	9
brahm?nam	5	9
Brahm?na?	54	9
brahm?na?	9	9
br?hmana?	2	9
Br?hma?am	1	9
br?hma?am	16	9
Br?hma?a?	7	9
br?hma?a?	327	9
br?hma?amab?s?l?	2	16
br?hma?amah?s?l?	8	16
br?hma?amah?s?lakula?	1	21
br?hma?amah?s?lakul?ni	2	22
br?hma?amah?s?lakule	7	20
br?hma?amah?s?l?na?	31	19
br?hma?amah?s?lassa	2	19
br?hma?amah?s?le	2	16
br?hma?amah?salo	1	16
br?hma?amah?s?lo	1	16
br?hma?amah?s?rakule	1	20
br?hma?am??av?	1	14
br?hma?am??avak?	1	16
br?hma?am??avak?na?	1	19
br?hma?am??avak?nañ	1	19
br?hma?am??avako	1	16
br?hma?am??avava??ena	1	21
Br?hma?am??avo	1	14
br?hma?am??avo	5	14
br?hma?amh?ti	1	13
br?hma?amhi	1	11
br?hma?amussahe	1	15
Brahm?nañ	2	9
brahm?nañ	3	9
br?hma?an	5	9
Br?hma?añ	2	9
br?hma?añ	2	9
br?hma??n	1	9
br?hma?ana?	1	11
br?hma??nam	6	11
Br?hma??na?	4	11
br?hma??na?	186	11
brahm?n?n?ma	1	12
br?hma??nañ	1	11
brahm?nañca	1	11
Brahm?nanda	1	11
br?hma?anti	1	11
br?hma?apabbajit?	1	17
br?hma?ap?mokkhe	1	16
brahma?apa?a	1	12
br?hma?apa??it?	11	15
br?hma?apa??ite	2	15
br?hma?aparis?	6	14
br?hma?aparisa?	18	15
br?hma?aparis?ya	2	16
br?hman?pi	1	10
br?hma??pi	3	10
br?hma?apurohit?	1	16
br?hma?ar?pena	1	14
brahma?as	1	9
br?hma?as	1	9
br?hma?asa	1	10
br?hma?asacc?ni	4	15
br?hma?asacc?n?ti	2	17
br?hma?asahass?ni	1	17
br?hma?asammat?	25	15
br?hma?asannibho	1	16
br?hma?asat?ni	2	14
br?hma??se	5	10
br?hma?asippam	1	14
br?hma?asotthik?r?	1	18
br?hma?ass	6	10
brahma?assa	7	11
br?hmanassa	1	11
Br?hma?assa	13	11
br?hma?assa	327	11
br?hma?ass?	3	11
br?hma??ti	3	10
br?hma?atrajo	1	13
brahma?attañca	1	14
brahma?attha?	1	13
br?hma?atthan	2	13
br?hma?av?canaka?	5	17
br?hma?av?canakatth?ya	1	22
br?hma?ava??hak?	2	16
Br?hma?avagga	7	13
BR?HMA?AVAGGO	1	13
Br?hma?avaggo	3	13
br?hma?ava??a?	1	14
br?hma?ava??ena	7	15
br?hma?ava??en?gantv?	1	21
br?hma?ava??in?	1	15
br?hma?avesena	2	14
br?hma?avesen?gantv?	1	20
brahma?e	3	8
Br?hma?e	3	8
br?hma?e	155	8
br?hma?ehi	66	10
br?hm??ehi	1	10
brahmanena	2	10
Br?hma?ena	13	10
br?hma?ena	75	10
br?hma?en?ti	1	12
Br?hma?esu	1	10
br?hma?esu	60	10
br?hma?es?	1	10
Brahmani	1	8
brahman?	1	8
brahma?i	5	8
brahma??	2	8
br?hma?i	8	8
Br?hma??	10	8
br?hma??	68	8
br?hma?ibbh?	1	12
br?hma?ibbh?na?	1	15
br?hma?ibbhesu	2	14
brahma??kum?rika?	1	17
br?hma?im	6	9
Br?hma?i?	1	9
br?hma?i?	37	9
Brahmanimanta?ikan	1	18
BRAHMANIMANTA?IKASUTTA?	4	23
Brahmanimmit?	2	13
brahmanimmit?	7	13
brahmanimmito	1	13
br?hma?iñ	1	9
br?hma?isayo	9	12
br?hma??sayo	1	12
br?hma?is?na?	8	13
brahmanivesana?	1	15
brahma?iy?	1	10
br?hmaniy?	1	10
br?hma?iya	1	10
br?hma?iy?	39	10
brahma?iy?pi	1	12
br?hma?iy?pi	1	12
Br?hma?iyo	1	10
br?hma?iyo	2	10
Brahmañña	1	9
Brahmaññ?	1	9
brahmaññ?	17	9
br?hmañña	2	9
br?hmaññ?	6	9
Br?hmaññakulasambh?to	1	21
brahmaññam	1	10
Brahmañña?	2	10
brahmañña?	13	10
br?hmañña?	17	10
brahmaññan	9	10
Brahmaññañ	2	10
brahmaññaphal?ni	2	16
brahmaññaphal?n?	1	16
br?hmaññasa?kh?t?	1	17
brahmaññat?	1	11
brahmaññat?ya	1	13
br?hmaññat?ya	1	13
brahmaññatha?	1	13
brahmaññatta?	1	13
br?hmaññatta?	1	13
brahmaññattha?	7	14
brahm?ññattha?	1	14
br?hmaññattham	1	14
br?hmaññattha?	6	14
brahmaññatthañ	1	14
brahm?ññatthañ	1	14
br?hmaññatthañ	2	14
brahmaññatthañca	5	16
br?hmaññatthañca	1	16
brahmaññattho	2	13
brahmaññ?ya	3	11
brahmaññe	1	9
brahma?o	12	8
Brahm?no	1	8
brahm?no	6	8
Br?hmano	1	8
br?hmano	9	8
Br?hma?o	206	8
br?hma?o	1344	8
br?hm??o	2	8
BRAHMANS	7	8
Brahmaparis?	5	12
brahmaparis?	3	12
Brahmap?risajj?	3	15
brahmap?risajj?	3	15
brahmap?risajjam	1	16
Brahmap?risajja?	2	16
brahmap?risajja?	1	16
Brahmap?risajj?na?	1	18
brahmap?risajj?na?	2	18
brahmap?ris?jjassa	1	18
brahmap?risajje	3	15
brahmap?risajjo	3	15
Brahmaparisa?	2	13
brahmaparisañ	2	13
brahmaparisañca	1	15
Brahmaparis?ya	1	14
brahmaparis?ya	1	14
Brahmaparohit?na?	1	17
Brahmapasa?sak?	1	15
brahmapatham	1	12
Brahmapathe	1	11
brahmapathe	2	11
brahmapatho	1	11
brahmapattassa	1	14
Brahmapatti	2	11
brahmapatti	1	11
brahmapattiy?	2	13
brahmapattiy?ti	1	15
Brahm?pi	1	8
brahmappatt?	1	12
brahmappatto	2	12
brahmapurohit?	1	14
Brahmapurohita?	1	15
brahmapurohit?na?	1	17
brahm?raññe	1	11
brahmar?piva??a?	1	16
BRAHM?S	1	7
Brahm?sahampat?	1	15
Brahmasahass?na?	2	16
Brahmasahavyat?ya	2	17
brahmasam?	1	10
brahmasama?	2	11
Brahmasamo	1	10
brahmasamo	2	10
brahmasampatti	1	14
brahmasaribh?ga	1	15
brahmasar?rapa?ibh?ga?	1	22
brahmasaro	2	10
brahmase??ha?	1	13
brahmassa	1	9
brahmassara?	2	12
Brahmassarassa	1	14
brahmassarena	3	13
Brahmassaro	4	11
brahmassaro	3	11
br?hmassaro	1	11
Brahmatejena	1	12
Brahmato	3	8
brahmattak?reyya	1	16
Brahmatta?	8	10
brahmatta?	3	10
Brah?atta?	1	10
brahmattarañ	2	12
brahmatt?ya	2	11
brahmattena	1	11
brahmavaccas?	2	13
brahmavacchas?	1	14
brahmav?da?	2	11
Brahmavaddhana?	2	15
Brahmavaddhananagar?	1	20
Brahmavaddhananagaram	1	21
Brahmavaddhananagare	1	20
Brahmava??hane	1	14
Brahmava??a?	1	12
brahmava??a?	2	12
brahmava???	3	11
brahmavare	2	10
brahmavatta?	1	12
Brahmavattik?	1	13
brahmavera	1	10
brahmavih?rabh?vana?	1	20
brahmavih?rajh?n?ni	1	19
Brahmavih?ra?	1	13
brahmavih?ra?	1	13
Brahmavih?r?na?	1	15
Brahmavih?re	11	12
brahmavih?re	19	12
Brahmavih?resu	1	14
brahmavih?ro	5	12
Brahmavim?na?	4	13
brahmavim?na?	2	13
Brahm?y?cana	1	12
Brahmay?canakath?	1	17
Brahm?y?cana?	1	13
brahmay?nam	2	11
brahmay?na?	2	11
brahmay?nar?pa?	2	15
Brahm?yu	42	8
Brahm?yubr	1	10
Brahm?yu?	8	9
Brahm?yussa	8	11
Br?hmayussa	1	11
BRAHM?YUSUTTA?	8	14
Brahm?yv?ha?	1	12
Brahme	45	6
brahme	47	6
brahmena	11	8
brahmi?	2	7
Brahmissariy?na?	1	16
brahmo	1	6
Brahmujju	2	9
brahmujju	1	9
brahmujjugatto	1	14
Brahmun?	113	8
brahmun?	5	8
Brahmu??	3	8
Brahm?n?	1	8
Br?hmun?	3	8
Brahmun?pi	1	10
Brahmuno	72	8
brahmuno	20	8
brahmu?o	2	8
Brahmupago	1	10
brahm?pam?	1	10
brahmupapatti	2	13
Brahmupapattito	1	15
brahm?posatha?	1	14
brahmuppatti	1	12
brahm?ppattiy?	1	14
brahmuttamamhi	1	14
br?htri??ubh	1	12
brah?pam?	1	9
br?ma?a?	1	8
Br?ma?assa	1	10
br?ma?o	2	7
bramo	1	5
branches	1	8
br?si	1	5
bravi	6	5
brav?	2	5
br?v?hi	1	7
brav?ti	1	7
bravittha	1	9
break	689	5
breaks	12	6
BREATHING	2	9
BRETHREN	4	8
BRIBES	1	6
brief	2	5
briefly	8	7
British	1	7
Brn	16	3
broken	1	6
Brough	3	6
brought	1	7
browsers	57	8
Brp	39	3
BRT	1	3
bru	1	3
br?	1	3
br?ahaya	1	8
brubh?	1	6
br?ha	2	5
br?han?	1	7
br?hanahetu	2	11
br?han?hetu	7	11
bruhaya	1	7
br?haya	2	7
br?haya?	1	8
br?hayam?no	1	11
br?hayanti	1	10
br?hayitv?	1	10
br?hehi	1	7
br?henti	1	8
br?hento	2	8
bruhesi	1	7
br?hesi	1	7
br?het?	25	7
br?hetabbo	1	10
br?het?na?	2	10
br?het?ro	1	9
bruhetha	1	8
br?hetu?	1	8
br?hi	131	5
br?h?	5	5
br?hiss?m?ti	1	12
br?hiti	2	7
br?h?ti	5	7
br?hititi	1	9
br?hitu	1	7
bruhiye	1	7
br??ha	1	6
br?met?ti	1	9
brumi	1	5
br?mi	131	5
br?m?	14	5
br?m?ti	7	7
br?n?ti	1	7
brusi	1	5
br?si	37	5
br?siti	1	7
br?s?ti	3	7
br?tha	2	6
br?ti	3	5
br?t?ti	1	7
bruvi	1	5
bruv?	2	5
BS	51	2
Bs	453	2
BSBvA	1	5
Bsf	6	3
Bsh	1	3
BSTBvA	1	6
B?uddhim	1	8
BT	2	2
Bt	1	2
B?asm?	1	6
BTBvAJ	1	6
Bu	471	2
bu	6	2
bubbalo	1	7
bubbul?	1	7
bubbulaka?	1	10
bubbu?aka?	1	10
bubbu?am	1	8
bubbu?upam?	1	11
bubhukkhito	4	11
bud	1	3
BUDDH	2	5
Buddh	53	5
BUDDHA	32	6
Buddha	53	6
buddha	22	6
Buddh?	76	6
buddh?	59	6
bu??ha	2	6
Buddhabala?	4	11
buddhabala?	4	11
Buddhabalan	2	11
Buddh?bh?	1	9
Buddhabha?ita?	1	14
buddhabha?ita?	1	14
buddhabh?sito	3	13
Buddhabhattino	1	14
Buddhabh?va?	3	12
Buddhabh?v?ya	3	13
Buddhabh?v?y?	1	13
Buddhabh?vena	1	13
buddhabh?mi	1	11
Buddhabh?mi?	2	12
buddhabh?mi?	1	12
Buddhabh?ta?	4	12
Buddhabh?tassa	2	14
Buddhabh?tena	1	13
buddhab?j	3	9
Buddhab?ja?	1	11
buddhab?ja?	2	11
Buddhab?ja?kuro	1	15
buddh?buddho	1	12
Buddhacakkhu	2	12
Buddhacakkhun?	4	14
buddhacakkhun?	19	14
buddhacande	1	11
buddhacarita?	1	13
buddhacariya?	2	13
Buddhacetiya?	3	13
buddhacetiya?	1	13
buddhadassan	1	12
Buddhadassana?	1	14
buddhad?y?do	1	12
Buddh?dayo	11	10
Buddhadevena	1	12
Buddhadhamm?	10	12
buddhadhamm?	9	12
buddhadhamma?	1	13
buddhadhamm?nan	5	15
buddhadhammasa?gham?mak?	1	24
buddhadhammassa	2	15
Buddhadhamme	1	12
buddhadhammehi	1	14
Buddhadhammesu	1	14
buddh?dicce	1	11
Buddh?d?hi	7	10
buddh?d?nam	1	11
Buddh?d?na?	9	11
buddhagarahino	1	14
buddhagarahita	1	14
Buddhag?ravena	2	14
Buddhagat?	1	10
Buddhagata?	1	11
buddhagata?	1	11
buddhagat?ya	2	12
buddhag?th?bhihito	1	18
buddhag?th?bhih?to	1	18
BUDDHAGH	2	8
Buddhagh	12	8
BUDDHAGHOSA	2	11
Buddhaghosa	32	11
Buddhaghosas	2	12
Buddhagu??	1	10
Buddhagu?a?	2	11
buddhagu?a?	2	11
Buddhagu?e	12	10
Buddhahal?hala?	3	15
Buddhahal?halasadda?	1	20
buddhaj?	1	8
Buddhak?le	1	10
Buddhak?radhamm?na?	1	19
Buddhak?rakadhamm?	3	18
buddhak?rakadhamm?	1	18
Buddhak?rakadhamme	1	18
Buddhak?rakadhammehi	9	20
buddhak?rake	1	12
buddhakare	3	10
Buddhakath?	1	11
buddhakhett?	1	12
Buddhakhetta?	1	13
buddhakhetta?	1	13
Buddhakhettamhi	1	15
buddhakhettamhi	5	15
buddhakhettasamo	1	16
buddhakhette	2	12
Buddhakhettesu	1	14
Buddhakicca?	5	12
buddhal???ya	1	12
Buddhal?h?ya	2	12
buddhali??vi	1	12
Buddhal??ha?	3	12
Buddhali?h?ya	1	13
Buddhal??h?ya	26	13
Buddh?lokañ	1	11
Buddh?loken	1	11
Buddham	36	7
buddham	13	7
Buddha?	145	7
buddha?	112	7
bu??ha?	1	7
buddhamah?n?	1	12
Buddham?mako	1	12
buddham?mako	3	12
buddhama??ape	1	13
Buddham?t?	1	10
Buddha?dhamma?	1	14
buddhameta?	1	11
Buddhamh?	3	9
buddhamh?	1	9
Buddhamhi	2	9
buddhamhi	1	9
Buddhamittena	1	13
Buddha?kura?	1	12
Buddha?kuro	4	11
Buddha?se??ha?	1	14
buddha?su	1	9
buddhan	2	7
Buddhañ	5	7
buddhañ	5	7
Buddh?na	5	8
buddh?na	10	8
Buddhan?gassa	2	13
Buddhan?go	1	10
Buddhana?	1	9
Buddh?nam	3	9
buddh?nam	4	9
Buddh?na?	91	9
buddh?na?	76	9
buddh?namhi	2	11
buddh?na?hi	1	11
buddh?nan	1	9
Buddh?nañ	1	9
buddh?nañ	1	9
Buddhañ??a?	24	11
buddhañ??a?	1	11
Buddhañ???na?	2	13
Buddhañ???ni	4	12
Buddhañ??assa	3	13
buddhañ??assa	2	13
Buddhañ??e	4	10
buddhañ??e	7	10
Buddhañ??ena	1	12
buddhañ??ena	3	12
Buddhañ??en?pi	1	14
buddh?nas?sanan	8	15
buddh?nas?sananti	1	17
buddh?ni	1	8
Buddhantara?	1	12
buddh?nu	1	8
Buddh?nubh?va?	1	14
Buddh?nubh?vena	1	15
buddh?nubuddh?na?	4	17
buddh?nubuddhas?vak?	1	20
Buddh?nubuddho	1	14
buddh?nubuddho	2	14
Buddh?nucchavika?	3	17
Buddh?nucchavikañ	1	17
Buddh?nus?san?	3	14
buddh?nus?san?	3	14
Buddh?nussara?ena	1	17
Buddh?nussati	5	13
buddh?nussati	4	13
Buddh?nussatidesako	1	19
Buddh?nussatikamma??h?n?d?na?	1	29
Buddh?nussatikamma??h?na?	1	25
Buddh?nussatim	1	14
